City,Total Cases,New Cases,Total Deaths,New Deaths,Active Cases,Total Cases /1M pop,Deaths /1M pop,Total Tests,Tests /1M pop,Date
New Jersey ,184029,,15808.0, ,51711,20719.0,"1,780",1887644.0,"212,520",07-24-2020
Illinois ,168100,,7560.0, ,20567,13266.0,597,2388193.0,"188,465",07-24-2020
Georgia ,156588,,3360.0, ,127409,14748.0,316,1542109.0,"145,243",07-24-2020
Arizona ,156301,3357.0,3142.0,79 ,133422,21474.0,432,1053832.0,"144,783",07-24-2020
Massachusetts ,114647,,8484.0, ,9711,16634.0,"1,231",1150501.0,"166,921",07-24-2020
Pennsylvania ,109679,526.0,7176.0,12 ,24235,8567.0,561,1101979.0,"86,079",07-24-2020
North Carolina ,108995,2077.0,1749.0, ,28539,10392.0,167,1550297.0,"147,815",07-24-2020
Louisiana ,103734,2084.0,3720.0,30 ,38558,22314.0,800,1199726.0,"258,073",07-24-2020
Tennessee ,86987,,925.0, ,34401,12738.0,135,1295115.0,"189,644",07-24-2020
Michigan ,84431,,6395.0, ,22874,8454.0,640,1811380.0,"181,376",07-24-2020
Virginia ,82364,1127.0,2067.0,13 ,69721,9650.0,242,1086240.0,"127,261",07-24-2020
Maryland ,81766,930.0,3422.0,13 ,72910,13525.0,566,1040442.0,"172,097",07-24-2020
Ohio ,80229,,3268.0, ,21259,6864.0,280,1240659.0,"106,138",07-24-2020
South Carolina ,76606,,1334.0, ,48210,14879.0,259,669445.0,"130,022",07-24-2020
Alabama ,76005,1793.0,1438.0,41 ,42057,15501.0,293,627344.0,"127,946",07-24-2020
Indiana ,60598,996.0,2884.0,4 ,15111,9001.0,428,678749.0,"100,821",07-24-2020
Washington ,51530,,1488.0, ,33114,6767.0,195,870763.0,"114,350",07-24-2020
Mississippi ,49663,1610.0,1463.0,27 ,17885,16687.0,492,426320.0,"143,246",07-24-2020
Minnesota ,49488,767.0,1606.0,5 ,5000,8775.0,285,922876.0,"163,641",07-24-2020
Connecticut ,48232,,4410.0, ,21973,13528.0,"1,237",685869.0,"192,374",07-24-2020
Wisconsin ,45899,,878.0, ,9519,7883.0,151,824741.0,"141,649",07-24-2020
Colorado ,42314,,1786.0, ,24889,7348.0,310,467726.0,"81,220",07-24-2020
Iowa ,41028,375.0,820.0, ,11023,13004.0,260,441666.0,"139,986",07-24-2020
Nevada ,39919,,709.0, ,14305,12960.0,230,526274.0,"170,860",07-24-2020
Missouri ,39673,,1214.0, ,30737,6464.0,198,659587.0,"107,470",07-24-2020
Arkansas ,36259,,386.0, ,7009,12015.0,128,453684.0,"150,336",07-24-2020
Utah ,36099,,267.0, ,12739,11260.0,83,574216.0,"179,109",07-24-2020
Veteran Affairs ,34996,290.0,1965.0,9 ,5785,,,434422.0,,07-24-2020
US Military ,34491,1763.0,54.0,3 ,20393,,,,,07-24-2020
Oklahoma ,29116,314.0,484.0,7 ,5355,7358.0,122,527895.0,"133,409",07-24-2020
Kentucky ,25147,,684.0, ,17417,5629.0,153,565490.0,"126,574",07-24-2020
Kansas ,24408,,325.0,3 ,10498,8378.0,112,268686.0,"92,227",07-24-2020
Nebraska ,23818,,316.0, ,5757,12313.0,163,249344.0,"128,899",07-24-2020
Rhode Island ,18224,76.0,1002.0,1 ,15463,17203.0,946,329556.0,"311,089",07-24-2020
New Mexico ,18163,,596.0, ,10511,8662.0,284,496985.0,"237,017",07-24-2020
Idaho ,16736,,138.0, ,11590,9365.0,77,159163.0,"89,064",07-24-2020
Oregon ,15713,,273.0, ,11931,3725.0,65,357678.0,"84,803",07-24-2020
Delaware ,14202,278.0,578.0,49 ,5731,14585.0,594,161360.0,"165,708",07-24-2020
Puerto Rico ,13967,494.0,191.0,3 ,12417,4124.0,56,464073.0,"137,018",07-24-2020
District Of Columbia ,11649,78.0,581.0, ,9048,16506.0,823,162021.0,"229,573",07-24-2020
Federal Prisons ,11174,,100.0, ,4750,,,34208.0,,07-24-2020
Navajo Nation ,8734,,432.0, ,5171,,,70724.0,,07-24-2020
South Dakota ,8143,,121.0, ,808,9205.0,137,102536.0,"115,905",07-24-2020
New Hampshire ,6318,,405.0, ,568,4647.0,298,175771.0,"129,271",07-24-2020
West Virginia ,5653,103.0,103.0, ,1604,3154.0,57,251565.0,"140,371",07-24-2020
North Dakota ,5614,121.0,99.0,2 ,970,7367.0,130,142708.0,"187,266",07-24-2020
Maine ,3757,20.0,118.0, ,380,2795.0,88,155861.0,"115,950",07-24-2020
Montana ,3039,129.0,46.0,3 ,1178,2843.0,43,149200.0,"139,599",07-24-2020
Wyoming ,2346,,25.0, ,527,4054.0,43,65469.0,"113,120",07-24-2020
Alaska ,2192,,19.0, ,1375,2996.0,26,189509.0,"259,053",07-24-2020
Hawaii ,1490,,26.0, ,339,1052.0,18,136008.0,"96,060",07-24-2020
Vermont ,1385,8.0,56.0, ,173,2220.0,90,86582.0,"138,756",07-24-2020
Guam ,337,5.0,5.0, ,88,,,19601.0,,07-24-2020
United States Virgin Islands  ,336,,7.0, ,147,,,7890.0,,07-24-2020
Grand Princess Ship ,103,,3.0, ,100,,,,,07-24-2020
Northern Mariana Islands ,38,,2.0, ,17,,,12745.0,,07-24-2020
California ,442938,,8340.0,3 ,297725,11210.0,211,6915876.0,"175,031",07-25-2020
New York ,439063,628.0,32668.0,3 ,130615,22570.0,"1,679",5516311.0,"283,563",07-25-2020
Florida ,414511,12199.0,5778.0,125 ,367478,19300.0,269,3340929.0,"155,553",07-25-2020
Texas ,385948,,4932.0, ,168800,13310.0,170,3539452.0,"122,067",07-25-2020
New Jersey ,184394,,15841.0, ,52043,20760.0,"1,783",1887644.0,"212,520",07-25-2020
Illinois ,171125,1426.0,7589.0,12 ,23221,13504.0,599,2432523.0,"191,963",07-25-2020
Georgia ,161401,,3442.0, ,131519,15202.0,324,1591041.0,"149,852",07-25-2020
Arizona ,160041,3740.0,3286.0,144 ,136584,21988.0,451,1076168.0,"147,851",07-25-2020
Massachusetts ,114985,,8498.0, ,10035,16683.0,"1,233",1181961.0,"171,485",07-25-2020
North Carolina ,111092,1821.0,1778.0, ,30607,10592.0,170,1579042.0,"150,556",07-25-2020
Pennsylvania ,110342,,7183.0, ,23981,8619.0,561,1101979.0,"86,079",07-25-2020
Louisiana ,103734,,3720.0, ,38558,22314.0,800,1199726.0,"258,073",07-25-2020
Tennessee ,89078,,938.0, ,35157,13044.0,137,1321707.0,"193,538",07-25-2020
Michigan ,85072,,6400.0, ,23510,8518.0,641,1841827.0,"184,425",07-25-2020
Virginia ,83609,1245.0,2075.0,8 ,70734,9795.0,243,1107695.0,"129,775",07-25-2020
Maryland ,83054,1288.0,3433.0,11 ,74187,13738.0,568,1075316.0,"177,865",07-25-2020
Ohio ,81790,,3306.0, ,21661,6997.0,283,1263191.0,"108,066",07-25-2020
South Carolina ,80008,1401.0,1465.0,80 ,49165,15539.0,285,669445.0,"130,022",07-25-2020
Alabama ,78130,2125.0,1456.0,18 ,44164,15935.0,297,639795.0,"130,486",07-25-2020
Indiana ,61520,922.0,2895.0,11 ,15559,9138.0,430,690274.0,"102,533",07-25-2020
Washington ,52508,,1504.0, ,33843,6895.0,198,883982.0,"116,086",07-25-2020
Mississippi ,51097,1434.0,1480.0,17 ,19302,17169.0,497,426320.0,"143,246",07-25-2020
Minnesota ,50291,803.0,1611.0,5 ,5055,8917.0,286,940696.0,"166,801",07-25-2020
Connecticut ,48776,,4413.0, ,21491,13681.0,"1,238",711102.0,"199,452",07-25-2020
Wisconsin ,46917,,878.0, ,9706,8058.0,151,842197.0,"144,647",07-25-2020
Colorado ,42980,,1790.0, ,25095,7463.0,311,476586.0,"82,759",07-25-2020
Nevada ,41816,931.0,732.0,10 ,16064,13576.0,238,552480.0,"179,368",07-25-2020
Iowa ,41628,345.0,826.0,2 ,11344,13194.0,262,444900.0,"141,011",07-25-2020
Missouri ,41370,267.0,1225.0,1 ,32251,6741.0,200,669399.0,"109,068",07-25-2020
Arkansas ,37249,,394.0, ,7028,12343.0,131,461464.0,"152,914",07-25-2020
Utah ,36962,,273.0, ,12974,11529.0,85,585839.0,"182,734",07-25-2020
Veteran Affairs ,35596,285.0,1980.0,13 ,6372,,,440543.0,,07-25-2020
US Military ,34491,,54.0, ,20393,,,,,07-25-2020
Oklahoma ,30081,965.0,496.0,12 ,5532,7602.0,125,573185.0,"144,854",07-25-2020
Kentucky ,25931,,691.0, ,17844,5804.0,155,574233.0,"128,531",07-25-2020
Kansas ,25348,,330.0,2 ,11170,8701.0,113,277967.0,"95,413",07-25-2020
Nebraska ,24174,,316.0, ,5859,12497.0,163,252881.0,"130,728",07-25-2020
New Mexico ,18475,,601.0, ,10718,8811.0,287,505177.0,"240,924",07-25-2020
Rhode Island ,18224,,1002.0, ,15453,17203.0,946,329556.0,"311,089",07-25-2020
Idaho ,17264,,144.0, ,12112,9661.0,81,159163.0,"89,064",07-25-2020
Oregon ,16104,,282.0, ,12281,3818.0,67,365736.0,"86,714",07-25-2020
Puerto Rico ,14540,573.0,201.0,10 ,12980,4293.0,59,464073.0,"137,018",07-25-2020
